month/year,zip,median_income,crime_rate_per_1000,business_count,ZHVI
05/2023,85365,68358.0,2.21,N/A,300823.19
06/2023,85365,68358.0,2.21,N/A,302853.92
07/2023,85365,68358.0,1.92,N/A,305026.17
08/2023,85365,68358.0,1.77,N/A,307215.32
09/2023,85365,68358.0,2.18,N/A,308986.14
10/2023,85365,68358.0,2.03,N/A,310148.23
11/2023,85365,68358.0,2.16,N/A,311053.52
12/2023,85365,68358.0,2.24,N/A,311753.87
01/2018,85366,N/A,3.72,N/A,N/A
02/2018,85366,N/A,2.56,N/A,N/A
03/2018,85366,N/A,3.01,N/A,N/A
04/2018,85366,N/A,2.96,N/A,N/A
05/2018,85366,N/A,3.74,N/A,N/A
06/2018,85366,N/A,3.28,N/A,N/A
07/2018,85366,N/A,2.71,N/A,N/A
08/2018,85366,N/A,2.97,N/A,N/A
09/2018,85366,N/A,2.99,N/A,N/A
10/2018,85366,N/A,2.33,N/A,N/A
11/2018,85366,N/A,1.83,N/A,N/A
12/2018,85366,N/A,2.0,N/A,N/A
01/2019,85366,N/A,2.67,N/A,N/A
02/2019,85366,N/A,2.44,N/A,N/A
03/2019,85366,N/A,2.82,N/A,N/A
04/2019,85366,N/A,2.83,N/A,N/A
05/2019,85366,N/A,3.03,N/A,N/A
06/2019,85366,N/A,2.6,N/A,N/A
07/2019,85366,N/A,3.07,N/A,N/A
08/2019,85366,N/A,2.4,N/A,N/A
09/2019,85366,N/A,2.86,N/A,N/A
10/2019,85366,N/A,2.95,N/A,N/A
11/2019,85366,N/A,3.53,N/A,N/A
12/2019,85366,N/A,2.88,N/A,N/A
01/2020,85366,N/A,3.31,N/A,N/A
02/2020,85366,N/A,2.8,N/A,N/A
03/2020,85366,N/A,2.73,N/A,N/A
04/2020,85366,N/A,2.71,N/A,N/A
05/2020,85366,N/A,2.91,N/A,N/A
06/2020,85366,N/A,2.62,N/A,N/A
07/2020,85366,N/A,2.17,N/A,N/A
08/2020,85366,N/A,2.41,N/A,N/A
09/2020,85366,N/A,2.41,N/A,N/A
10/2020,85366,N/A,2.33,N/A,N/A
11/2020,85366,N/A,2.47,N/A,N/A
12/2020,85366,N/A,2.37,N/A,N/A
01/2021,85366,N/A,2.67,N/A,N/A
02/2021,85366,N/A,2.56,N/A,N/A
03/2021,85366,N/A,2.41,N/A,N/A
04/2021,85366,N/A,2.38,N/A,N/A
05/2021,85366,N/A,2.6,N/A,N/A
06/2021,85366,N/A,1.99,N/A,N/A
07/2021,85366,N/A,2.56,N/A,N/A
08/2021,85366,N/A,2.22,N/A,N/A
09/2021,85366,N/A,2.73,N/A,N/A
10/2021,85366,N/A,2.81,N/A,N/A
11/2021,85366,N/A,2.67,N/A,N/A
12/2021,85366,N/A,2.98,N/A,N/A
01/2022,85366,N/A,2.65,N/A,N/A
02/2022,85366,N/A,2.41,N/A,N/A
03/2022,85366,N/A,2.75,N/A,N/A
04/2022,85366,N/A,2.27,N/A,N/A
05/2022,85366,N/A,2.33,N/A,N/A
06/2022,85366,N/A,2.15,N/A,N/A
07/2022,85366,N/A,2.23,N/A,N/A
08/2022,85366,N/A,2.61,N/A,N/A
09/2022,85366,N/A,2.2,N/A,N/A
10/2022,85366,N/A,2.43,N/A,N/A
11/2022,85366,N/A,1.72,N/A,N/A
12/2022,85366,N/A,2.18,N/A,N/A
01/2023,85366,N/A,2.39,N/A,N/A
02/2023,85366,N/A,1.88,N/A,N/A
03/2023,85366,N/A,2.19,N/A,N/A
04/2023,85366,N/A,1.97,N/A,N/A
05/2023,85366,N/A,2.21,N/A,N/A
06/2023,85366,N/A,2.21,N/A,N/A
07/2023,85366,N/A,1.92,N/A,N/A
08/2023,85366,N/A,1.77,N/A,N/A
09/2023,85366,N/A,2.18,N/A,N/A
10/2023,85366,N/A,2.03,N/A,N/A
11/2023,85366,N/A,2.16,N/A,N/A
12/2023,85366,N/A,2.24,N/A,N/A
01/2018,85367,47243.0,3.72,N/A,171054.57
02/2018,85367,47243.0,2.56,N/A,171296.93
03/2018,85367,47243.0,3.01,N/A,171545.02
04/2018,85367,47243.0,2.96,N/A,172078.89
05/2018,85367,47243.0,3.74,N/A,172477.84
06/2018,85367,47243.0,3.28,N/A,172889.23
07/2018,85367,47243.0,2.71,N/A,173402.26
08/2018,85367,47243.0,2.97,N/A,174050.34
09/2018,85367,47243.0,2.99,N/A,174796.41
10/2018,85367,47243.0,2.33,N/A,175854.81
11/2018,85367,47243.0,1.83,N/A,177231.63
12/2018,85367,47243.0,2.0,N/A,178423.03
01/2019,85367,49112.0,2.67,N/A,179273.46
02/2019,85367,49112.0,2.44,N/A,180163.51
03/2019,85367,49112.0,2.82,N/A,181278.01
04/2019,85367,49112.0,2.83,N/A,182555.24
05/2019,85367,49112.0,3.03,N/A,183541.23
06/2019,85367,49112.0,2.6,N/A,184452.24
07/2019,85367,49112.0,3.07,N/A,185205.95
08/2019,85367,49112.0,2.4,N/A,186071.04
09/2019,85367,49112.0,2.86,N/A,186847.97
10/2019,85367,49112.0,2.95,N/A,187996.64
11/2019,85367,49112.0,3.53,N/A,189295.6
12/2019,85367,49112.0,2.88,N/A,190830.92
01/2020,85367,46939.0,3.31,N/A,192767.3
02/2020,85367,46939.0,2.8,N/A,194643.01
03/2020,85367,46939.0,2.73,N/A,196623.9
04/2020,85367,46939.0,2.71,N/A,198025.77
05/2020,85367,46939.0,2.91,N/A,198801.12
06/2020,85367,46939.0,2.62,N/A,199602.04
07/2020,85367,46939.0,2.17,N/A,200681.74
08/2020,85367,46939.0,2.41,N/A,202625.21
09/2020,85367,46939.0,2.41,N/A,205033.67
10/2020,85367,46939.0,2.33,N/A,207962.3
11/2020,85367,46939.0,2.47,N/A,211453.62
12/2020,85367,46939.0,2.37,N/A,215362.89
01/2021,85367,49794.0,2.67,N/A,219303.93
02/2021,85367,49794.0,2.56,N/A,223427.78
03/2021,85367,49794.0,2.41,N/A,227905.2
04/2021,85367,49794.0,2.38,N/A,233108.72
05/2021,85367,49794.0,2.6,N/A,238752.06
06/2021,85367,49794.0,1.99,N/A,244664.15
07/2021,85367,49794.0,2.56,N/A,249985.02
08/2021,85367,49794.0,2.22,N/A,254521.93
09/2021,85367,49794.0,2.73,N/A,257872.09
10/2021,85367,49794.0,2.81,N/A,260575.1
11/2021,85367,49794.0,2.67,N/A,263058.22
12/2021,85367,49794.0,2.98,N/A,266123.82
01/2022,85367,52600.0,2.65,N/A,270466.78
02/2022,85367,52600.0,2.41,N/A,276067.82
03/2022,85367,52600.0,2.75,N/A,282576.86
04/2022,85367,52600.0,2.27,N/A,289203.76
05/2022,85367,52600.0,2.33,N/A,295305.67
06/2022,85367,52600.0,2.15,N/A,300426.41
07/2022,85367,52600.0,2.23,N/A,303358.1
08/2022,85367,52600.0,2.61,N/A,304039.0
09/2022,85367,52600.0,2.2,N/A,303124.45
10/2022,85367,52600.0,2.43,N/A,302410.84
11/2022,85367,52600.0,1.72,N/A,301861.79
12/2022,85367,52600.0,2.18,N/A,300970.83
01/2023,85367,55766.0,2.39,N/A,299041.15
02/2023,85367,55766.0,1.88,N/A,297080.98
03/2023,85367,55766.0,2.19,N/A,295826.1
04/2023,85367,55766.0,1.97,N/A,296115.66
05/2023,85367,55766.0,2.21,N/A,297327.08
06/2023,85367,55766.0,2.21,N/A,299462.24
07/2023,85367,55766.0,1.92,N/A,301789.28
08/2023,85367,55766.0,1.77,N/A,304074.16
09/2023,85367,55766.0,2.18,N/A,305799.88
10/2023,85367,55766.0,2.03,N/A,306559.19
11/2023,85367,55766.0,2.16,N/A,306972.86
12/2023,85367,55766.0,2.24,N/A,306947.65
01/2018,85369,N/A,3.72,N/A,N/A
02/2018,85369,N/A,2.56,N/A,N/A
03/2018,85369,N/A,3.01,N/A,N/A
04/2018,85369,N/A,2.96,N/A,N/A
05/2018,85369,N/A,3.74,N/A,N/A
06/2018,85369,N/A,3.28,N/A,N/A
07/2018,85369,N/A,2.71,N/A,N/A
08/2018,85369,N/A,2.97,N/A,N/A
09/2018,85369,N/A,2.99,N/A,N/A
10/2018,85369,N/A,2.33,N/A,N/A
11/2018,85369,N/A,1.83,N/A,N/A
12/2018,85369,N/A,2.0,N/A,N/A
01/2019,85369,N/A,2.67,N/A,N/A
02/2019,85369,N/A,2.44,N/A,N/A
03/2019,85369,N/A,2.82,N/A,N/A
04/2019,85369,N/A,2.83,N/A,N/A
05/2019,85369,N/A,3.03,N/A,N/A
06/2019,85369,N/A,2.6,N/A,N/A
07/2019,85369,N/A,3.07,N/A,N/A
08/2019,85369,N/A,2.4,N/A,N/A
09/2019,85369,N/A,2.86,N/A,N/A
10/2019,85369,N/A,2.95,N/A,N/A
11/2019,85369,N/A,3.53,N/A,N/A
12/2019,85369,N/A,2.88,N/A,N/A
01/2020,85369,N/A,3.31,N/A,N/A
02/2020,85369,N/A,2.8,N/A,N/A
03/2020,85369,N/A,2.73,N/A,N/A
04/2020,85369,N/A,2.71,N/A,N/A
05/2020,85369,N/A,2.91,N/A,N/A
06/2020,85369,N/A,2.62,N/A,N/A
07/2020,85369,N/A,2.17,N/A,N/A
08/2020,85369,N/A,2.41,N/A,N/A
09/2020,85369,N/A,2.41,N/A,N/A
10/2020,85369,N/A,2.33,N/A,N/A
11/2020,85369,N/A,2.47,N/A,N/A
12/2020,85369,N/A,2.37,N/A,N/A
01/2021,85369,N/A,2.67,N/A,N/A
02/2021,85369,N/A,2.56,N/A,N/A
03/2021,85369,N/A,2.41,N/A,N/A
04/2021,85369,N/A,2.38,N/A,N/A
05/2021,85369,N/A,2.6,N/A,N/A
06/2021,85369,N/A,1.99,N/A,N/A
07/2021,85369,N/A,2.56,N/A,N/A
08/2021,85369,N/A,2.22,N/A,N/A
09/2021,85369,N/A,2.73,N/A,N/A
10/2021,85369,N/A,2.81,N/A,N/A
11/2021,85369,N/A,2.67,N/A,N/A
12/2021,85369,N/A,2.98,N/A,N/A
01/2022,85369,N/A,2.65,N/A,N/A
02/2022,85369,N/A,2.41,N/A,N/A
03/2022,85369,N/A,2.75,N/A,N/A
04/2022,85369,N/A,2.27,N/A,N/A
05/2022,85369,N/A,2.33,N/A,N/A
06/2022,85369,N/A,2.15,N/A,N/A
07/2022,85369,N/A,2.23,N/A,N/A
08/2022,85369,N/A,2.61,N/A,N/A
09/2022,85369,N/A,2.2,N/A,N/A
10/2022,85369,N/A,2.43,N/A,N/A
11/2022,85369,N/A,1.72,N/A,N/A
12/2022,85369,N/A,2.18,N/A,N/A
01/2023,85369,N/A,2.39,N/A,N/A
02/2023,85369,N/A,1.88,N/A,N/A
03/2023,85369,N/A,2.19,N/A,N/A
04/2023,85369,N/A,1.97,N/A,N/A
05/2023,85369,N/A,2.21,N/A,N/A
06/2023,85369,N/A,2.21,N/A,N/A
07/2023,85369,N/A,1.92,N/A,N/A
08/2023,85369,N/A,1.77,N/A,N/A
09/2023,85369,N/A,2.18,N/A,N/A
10/2023,85369,N/A,2.03,N/A,N/A
11/2023,85369,N/A,2.16,N/A,N/A
12/2023,85369,N/A,2.24,N/A,N/A
01/2018,85372,N/A,0.19,N/A,N/A
02/2018,85372,N/A,0.16,N/A,N/A
03/2018,85372,N/A,0.16,N/A,N/A
04/2018,85372,N/A,0.16,N/A,N/A
05/2018,85372,N/A,0.19,N/A,N/A
06/2018,85372,N/A,0.2,N/A,N/A
07/2018,85372,N/A,0.19,N/A,N/A
08/2018,85372,N/A,0.18,N/A,N/A
09/2018,85372,N/A,0.16,N/A,N/A
10/2018,85372,N/A,0.19,N/A,N/A
11/2018,85372,N/A,0.16,N/A,N/A
12/2018,85372,N/A,0.17,N/A,N/A
01/2019,85372,N/A,0.18,N/A,N/A
02/2019,85372,N/A,0.17,N/A,N/A
03/2019,85372,N/A,0.18,N/A,N/A
04/2019,85372,N/A,0.18,N/A,N/A
05/2019,85372,N/A,0.19,N/A,N/A
06/2019,85372,N/A,0.2,N/A,N/A
07/2019,85372,N/A,0.19,N/A,N/A
08/2019,85372,N/A,0.18,N/A,N/A
09/2019,85372,N/A,0.18,N/A,N/A
10/2019,85372,N/A,0.19,N/A,N/A
11/2019,85372,N/A,0.17,N/A,N/A
12/2019,85372,N/A,0.18,N/A,N/A
01/2020,85372,N/A,0.2,N/A,N/A
02/2020,85372,N/A,0.19,N/A,N/A
03/2020,85372,N/A,0.17,N/A,N/A
04/2020,85372,N/A,0.17,N/A,N/A
05/2020,85372,N/A,0.17,N/A,N/A
06/2020,85372,N/A,0.16,N/A,N/A
07/2020,85372,N/A,0.15,N/A,N/A
08/2020,85372,N/A,0.17,N/A,N/A
09/2020,85372,N/A,0.17,N/A,N/A
10/2020,85372,N/A,0.18,N/A,N/A
11/2020,85372,N/A,0.18,N/A,N/A
12/2020,85372,N/A,0.18,N/A,N/A
01/2021,85372,N/A,0.24,N/A,N/A
02/2021,85372,N/A,0.27,N/A,N/A
03/2021,85372,N/A,0.21,N/A,N/A
04/2021,85372,N/A,0.18,N/A,N/A
05/2021,85372,N/A,0.17,N/A,N/A
06/2021,85372,N/A,0.15,N/A,N/A
07/2021,85372,N/A,0.16,N/A,N/A
08/2021,85372,N/A,0.16,N/A,N/A
09/2021,85372,N/A,0.18,N/A,N/A
10/2021,85372,N/A,0.17,N/A,N/A
11/2021,85372,N/A,0.16,N/A,N/A
12/2021,85372,N/A,0.16,N/A,N/A
01/2022,85372,N/A,0.15,N/A,N/A
02/2022,85372,N/A,0.15,N/A,N/A
03/2022,85372,N/A,0.16,N/A,N/A
04/2022,85372,N/A,0.17,N/A,N/A
05/2022,85372,N/A,0.17,N/A,N/A
06/2022,85372,N/A,0.17,N/A,N/A
07/2022,85372,N/A,0.17,N/A,N/A
08/2022,85372,N/A,0.16,N/A,N/A
09/2022,85372,N/A,0.16,N/A,N/A
10/2022,85372,N/A,0.15,N/A,N/A
11/2022,85372,N/A,0.15,N/A,N/A
12/2022,85372,N/A,0.14,N/A,N/A
01/2023,85372,N/A,0.15,N/A,N/A
02/2023,85372,N/A,0.15,N/A,N/A
03/2023,85372,N/A,0.16,N/A,N/A
04/2023,85372,N/A,0.14,N/A,N/A
05/2023,85372,N/A,0.16,N/A,N/A
06/2023,85372,N/A,0.14,N/A,N/A
07/2023,85372,N/A,0.13,N/A,N/A
08/2023,85372,N/A,0.13,N/A,N/A
09/2023,85372,N/A,0.14,N/A,N/A
10/2023,85372,N/A,0.14,N/A,N/A
11/2023,85372,N/A,0.12,N/A,N/A
12/2023,85372,N/A,0.13,N/A,N/A
01/2018,85373,53247.0,3.01,N/A,225765.48
02/2018,85373,53247.0,2.57,N/A,227278.44
03/2018,85373,53247.0,2.91,N/A,228937.25
04/2018,85373,53247.0,2.7,N/A,230346.1
05/2018,85373,53247.0,2.95,N/A,232049.43
06/2018,85373,53247.0,2.61,N/A,233944.1
07/2018,85373,53247.0,2.95,N/A,236377.47
08/2018,85373,53247.0,2.92,N/A,238599.99
09/2018,85373,53247.0,2.88,N/A,240693.54
10/2018,85373,53247.0,2.68,N/A,242155.63
11/2018,85373,53247.0,2.74,N/A,243392.95
12/2018,85373,53247.0,2.75,N/A,244268.17
01/2019,85373,54958.0,2.72,N/A,245658.79
02/2019,85373,54958.0,2.55,N/A,247507.76
03/2019,85373,54958.0,2.67,N/A,249341.73
04/2019,85373,54958.0,3.08,N/A,250908.33
05/2019,85373,54958.0,2.66,N/A,252035.92
06/2019,85373,54958.0,2.87,N/A,253402.42
07/2019,85373,54958.0,2.63,N/A,254599.92
08/2019,85373,54958.0,2.49,N/A,256205.53
09/2019,85373,54958.0,2.41,N/A,257850.34
10/2019,85373,54958.0,2.65,N/A,259571.54
11/2019,85373,54958.0,2.74,N/A,261207.13
12/2019,85373,54958.0,2.75,N/A,262786.03
01/2020,85373,60077.0,2.74,N/A,264760.47
02/2020,85373,60077.0,2.84,N/A,266928.96
03/2020,85373,60077.0,2.38,N/A,269358.97
04/2020,85373,60077.0,2.08,N/A,271623.74
05/2020,85373,60077.0,1.93,N/A,273191.62
06/2020,85373,60077.0,1.72,N/A,274590.27
07/2020,85373,60077.0,2.27,N/A,276298.85
08/2020,85373,60077.0,2.35,N/A,279330.54
09/2020,85373,60077.0,2.35,N/A,283664.65
10/2020,85373,60077.0,2.4,N/A,288374.29
11/2020,85373,60077.0,2.52,N/A,293198.23
12/2020,85373,60077.0,2.39,N/A,297486.08
01/2021,85373,62609.0,2.23,N/A,301714.19
02/2021,85373,62609.0,2.13,N/A,306187.41
03/2021,85373,62609.0,2.29,N/A,311820.56
04/2021,85373,62609.0,2.21,N/A,319005.08
05/2021,85373,62609.0,2.24,N/A,327531.26
06/2021,85373,62609.0,2.26,N/A,336773.4
07/2021,85373,62609.0,1.99,N/A,345591.07
08/2021,85373,62609.0,2.34,N/A,353400.48
09/2021,85373,62609.0,2.15,N/A,359938.61
10/2021,85373,62609.0,2.3,N/A,365471.49
11/2021,85373,62609.0,2.33,N/A,370661.43
12/2021,85373,62609.0,2.23,N/A,375671.93
01/2022,85373,65748.0,2.27,N/A,381313.09
02/2022,85373,65748.0,2.06,N/A,387905.46
03/2022,85373,65748.0,2.28,N/A,396118.02
04/2022,85373,65748.0,2.06,N/A,404778.8
05/2022,85373,65748.0,2.31,N/A,413037.22
06/2022,85373,65748.0,1.84,N/A,419804.84
07/2022,85373,65748.0,1.99,N/A,423679.16
08/2022,85373,65748.0,1.95,N/A,423438.65
09/2022,85373,65748.0,1.64,N/A,419294.49
10/2022,85373,65748.0,1.91,N/A,413363.03
11/2022,85373,65748.0,2.03,N/A,406587.7
12/2022,85373,65748.0,2.1,N/A,399624.35
01/2023,85373,68445.0,2.15,N/A,393044.55
02/2023,85373,68445.0,1.93,N/A,388418.26
03/2023,85373,68445.0,1.99,N/A,386081.15
04/2023,85373,68445.0,1.92,N/A,385727.44
05/2023,85373,68445.0,2.25,N/A,386399.66
06/2023,85373,68445.0,2.03,N/A,387241.98
07/2023,85373,68445.0,1.97,N/A,387844.89
08/2023,85373,68445.0,2.15,N/A,388072.98
09/2023,85373,68445.0,2.16,N/A,387950.14
10/2023,85373,68445.0,2.12,N/A,387641.51
11/2023,85373,68445.0,1.91,N/A,387222.49
12/2023,85373,68445.0,2.84,N/A,386459.05
01/2018,85374,54364.0,2.17,N/A,239027.58
02/2018,85374,54364.0,1.98,N/A,241092.29
03/2018,85374,54364.0,1.9,N/A,243314.86
04/2018,85374,54364.0,1.98,N/A,245098.4
05/2018,85374,54364.0,1.7,N/A,246787.89
06/2018,85374,54364.0,1.62,N/A,248227.98
07/2018,85374,54364.0,1.75,N/A,250121.48
08/2018,85374,54364.0,1.72,N/A,251987.87
09/2018,85374,54364.0,1.84,N/A,253894.25
10/2018,85374,54364.0,1.75,N/A,255169.23
11/2018,85374,54364.0,1.93,N/A,256171.99
12/2018,85374,54364.0,2.04,N/A,256935.86
01/2019,85374,58127.0,2.0,N/A,257891.12
02/2019,85374,58127.0,1.67,N/A,259048.97
03/2019,85374,58127.0,1.8,N/A,260145.01
04/2019,85374,58127.0,1.91,N/A,261161.77
05/2019,85374,58127.0,2.02,N/A,262140.39
06/2019,85374,58127.0,2.05,N/A,263509.39
07/2019,85374,58127.0,1.7,N/A,264857.95
08/2019,85374,58127.0,1.62,N/A,266246.1
09/2019,85374,58127.0,1.89,N/A,267735.02
10/2019,85374,58127.0,1.95,N/A,269291.65
11/2019,85374,58127.0,1.78,N/A,271110.86
12/2019,85374,58127.0,2.09,N/A,272811.07
01/2020,85374,61565.0,2.58,N/A,275122.19
02/2020,85374,61565.0,2.21,N/A,277545.76
03/2020,85374,61565.0,2.05,N/A,280266.09
04/2020,85374,61565.0,2.17,N/A,282777.81
05/2020,85374,61565.0,2.0,N/A,284582.68
06/2020,85374,61565.0,1.75,N/A,286093.84
07/2020,85374,61565.0,1.62,N/A,287761.72
08/2020,85374,61565.0,1.84,N/A,290574.71
09/2020,85374,61565.0,1.85,N/A,294500.91
10/2020,85374,61565.0,2.41,N/A,298973.41
11/2020,85374,61565.0,2.11,N/A,303614.29
12/2020,85374,61565.0,2.32,N/A,307922.0
01/2021,85374,67527.0,2.12,N/A,312111.9
02/2021,85374,67527.0,1.75,N/A,316676.28
03/2021,85374,67527.0,2.03,N/A,322565.48
04/2021,85374,67527.0,1.9,N/A,330125.95
05/2021,85374,67527.0,2.15,N/A,339727.12
06/2021,85374,67527.0,1.97,N/A,350853.54
07/2021,85374,67527.0,1.97,N/A,362004.7
08/2021,85374,67527.0,1.74,N/A,371965.41
09/2021,85374,67527.0,1.89,N/A,380295.53
10/2021,85374,67527.0,1.84,N/A,387711.16
11/2021,85374,67527.0,1.86,N/A,394559.81
12/2021,85374,67527.0,2.47,N/A,400988.43
01/2022,85374,76770.0,1.91,N/A,407761.58
02/2022,85374,76770.0,2.07,N/A,415631.1
03/2022,85374,76770.0,2.27,N/A,424773.94
04/2022,85374,76770.0,2.29,N/A,434551.47
05/2022,85374,76770.0,2.21,N/A,443742.26
06/2022,85374,76770.0,1.82,N/A,451803.13
07/2022,85374,76770.0,2.14,N/A,456345.46
08/2022,85374,76770.0,1.88,N/A,456369.93
09/2022,85374,76770.0,2.03,N/A,451701.3
10/2022,85374,76770.0,1.74,N/A,444986.59
11/2022,85374,76770.0,1.49,N/A,437012.81
12/2022,85374,76770.0,1.91,N/A,428596.72
01/2023,85374,78690.0,1.68,N/A,420538.15
02/2023,85374,78690.0,1.69,N/A,414256.0
03/2023,85374,78690.0,1.73,N/A,410680.47
04/2023,85374,78690.0,2.06,N/A,409075.41
05/2023,85374,78690.0,1.84,N/A,408974.59
06/2023,85374,78690.0,1.86,N/A,409538.89
07/2023,85374,78690.0,2.21,N/A,410509.0
08/2023,85374,78690.0,1.91,N/A,411692.38
09/2023,85374,78690.0,1.75,N/A,412560.99
10/2023,85374,78690.0,1.58,N/A,412793.42
11/2023,85374,78690.0,1.87,N/A,412504.91
12/2023,85374,78690.0,1.41,N/A,411732.86
01/2018,85375,50223.0,0.19,N/A,237427.52
02/2018,85375,50223.0,0.16,N/A,239021.34
03/2018,85375,50223.0,0.16,N/A,240644.06
04/2018,85375,50223.0,0.16,N/A,242105.03
05/2018,85375,50223.0,0.19,N/A,243754.73
06/2018,85375,50223.0,0.2,N/A,245641.08
07/2018,85375,50223.0,0.19,N/A,248177.18
08/2018,85375,50223.0,0.18,N/A,250619.71
09/2018,85375,50223.0,0.16,N/A,252873.55
10/2018,85375,50223.0,0.19,N/A,254426.27
11/2018,85375,50223.0,0.16,N/A,255600.96
12/2018,85375,50223.0,0.17,N/A,256513.44
01/2019,85375,54535.0,0.18,N/A,257899.81
02/2019,85375,54535.0,0.17,N/A,259877.14
03/2019,85375,54535.0,0.18,N/A,261705.71
04/2019,85375,54535.0,0.18,N/A,263235.15
05/2019,85375,54535.0,0.19,N/A,264356.99
06/2019,85375,54535.0,0.2,N/A,265693.08
07/2019,85375,54535.0,0.19,N/A,266993.94
08/2019,85375,54535.0,0.18,N/A,268646.53
09/2019,85375,54535.0,0.18,N/A,270456.74
10/2019,85375,54535.0,0.19,N/A,272308.87
11/2019,85375,54535.0,0.17,N/A,274067.75
12/2019,85375,54535.0,0.18,N/A,275616.82
01/2020,85375,57452.0,0.2,N/A,277415.47
02/2020,85375,57452.0,0.19,N/A,279638.19
03/2020,85375,57452.0,0.17,N/A,282642.65
04/2020,85375,57452.0,0.17,N/A,285834.11
05/2020,85375,57452.0,0.17,N/A,288096.65
06/2020,85375,57452.0,0.16,N/A,289684.22
07/2020,85375,57452.0,0.15,N/A,291465.71
08/2020,85375,57452.0,0.17,N/A,294560.77
09/2020,85375,57452.0,0.17,N/A,299177.06
10/2020,85375,57452.0,0.18,N/A,303899.88
11/2020,85375,57452.0,0.18,N/A,308282.89
12/2020,85375,57452.0,0.18,N/A,311633.21
01/2021,85375,58963.0,0.24,N/A,314797.66
02/2021,85375,58963.0,0.27,N/A,318222.9
03/2021,85375,58963.0,0.21,N/A,322651.0
04/2021,85375,58963.0,0.18,N/A,328353.14
05/2021,85375,58963.0,0.17,N/A,335848.93
06/2021,85375,58963.0,0.15,N/A,344781.81
07/2021,85375,58963.0,0.16,N/A,354066.63
08/2021,85375,58963.0,0.16,N/A,362252.47
09/2021,85375,58963.0,0.18,N/A,368924.9
10/2021,85375,58963.0,0.17,N/A,374577.68
11/2021,85375,58963.0,0.16,N/A,380082.15
12/2021,85375,58963.0,0.16,N/A,385500.33
01/2022,85375,62048.0,0.15,N/A,391305.34
02/2022,85375,62048.0,0.15,N/A,398104.82
03/2022,85375,62048.0,0.16,N/A,405975.81
04/2022,85375,62048.0,0.17,N/A,414225.49
05/2022,85375,62048.0,0.17,N/A,421924.45
06/2022,85375,62048.0,0.17,N/A,428667.85
07/2022,85375,62048.0,0.17,N/A,432884.57
08/2022,85375,62048.0,0.16,N/A,432979.38
09/2022,85375,62048.0,0.16,N/A,429291.61
10/2022,85375,62048.0,0.15,N/A,424260.51
11/2022,85375,62048.0,0.15,N/A,418967.86
12/2022,85375,62048.0,0.14,N/A,413456.27
01/2023,85375,63977.0,0.15,N/A,408015.87
02/2023,85375,63977.0,0.15,N/A,403606.34
03/2023,85375,63977.0,0.16,N/A,401354.21
04/2023,85375,63977.0,0.14,N/A,400831.37
05/2023,85375,63977.0,0.16,N/A,401232.82
06/2023,85375,63977.0,0.14,N/A,401832.88
07/2023,85375,63977.0,0.13,N/A,402061.48
08/2023,85375,63977.0,0.13,N/A,402311.71
09/2023,85375,63977.0,0.14,N/A,402033.64
10/2023,85375,63977.0,0.14,N/A,401525.09
11/2023,85375,63977.0,0.12,N/A,401098.83
12/2023,85375,63977.0,0.13,N/A,400426.49
01/2018,85376,N/A,0.19,N/A,N/A
02/2018,85376,N/A,0.16,N/A,N/A
03/2018,85376,N/A,0.16,N/A,N/A
04/2018,85376,N/A,0.16,N/A,N/A
05/2018,85376,N/A,0.19,N/A,N/A
06/2018,85376,N/A,0.2,N/A,N/A
07/2018,85376,N/A,0.19,N/A,N/A
08/2018,85376,N/A,0.18,N/A,N/A
09/2018,85376,N/A,0.16,N/A,N/A
10/2018,85376,N/A,0.19,N/A,N/A
11/2018,85376,N/A,0.16,N/A,N/A
12/2018,85376,N/A,0.17,N/A,N/A
01/2019,85376,N/A,0.18,N/A,N/A
02/2019,85376,N/A,0.17,N/A,N/A
03/2019,85376,N/A,0.18,N/A,N/A
04/2019,85376,N/A,0.18,N/A,N/A
05/2019,85376,N/A,0.19,N/A,N/A
06/2019,85376,N/A,0.2,N/A,N/A
07/2019,85376,N/A,0.19,N/A,N/A
08/2019,85376,N/A,0.18,N/A,N/A
09/2019,85376,N/A,0.18,N/A,N/A
10/2019,85376,N/A,0.19,N/A,N/A
11/2019,85376,N/A,0.17,N/A,N/A
12/2019,85376,N/A,0.18,N/A,N/A
01/2020,85376,N/A,0.2,N/A,N/A
02/2020,85376,N/A,0.19,N/A,N/A
03/2020,85376,N/A,0.17,N/A,N/A
04/2020,85376,N/A,0.17,N/A,N/A
05/2020,85376,N/A,0.17,N/A,N/A
06/2020,85376,N/A,0.16,N/A,N/A
07/2020,85376,N/A,0.15,N/A,N/A
08/2020,85376,N/A,0.17,N/A,N/A
09/2020,85376,N/A,0.17,N/A,N/A
10/2020,85376,N/A,0.18,N/A,N/A
11/2020,85376,N/A,0.18,N/A,N/A
12/2020,85376,N/A,0.18,N/A,N/A
01/2021,85376,N/A,0.24,N/A,N/A
02/2021,85376,N/A,0.27,N/A,N/A
03/2021,85376,N/A,0.21,N/A,N/A
04/2021,85376,N/A,0.18,N/A,N/A
05/2021,85376,N/A,0.17,N/A,N/A
06/2021,85376,N/A,0.15,N/A,N/A
07/2021,85376,N/A,0.16,N/A,N/A
08/2021,85376,N/A,0.16,N/A,N/A
09/2021,85376,N/A,0.18,N/A,N/A
